id,Title,URL du logo,URL de site web,Village,Resume,Theme
506,Réseau entreprendre rhone,https://www.levillagebyca.com/sites/default/files/2017-11/reseau-entreprendre.jpg,http://www.reseau-entreprendre-rhone.fr/,Centre-Est,"L'accompagnement de Réseau Entreprendre est fondé sur 3 principes d'actions fondamentaux et indissociables. Au-delà d'une marque, d'une cible et d'une offre communes, les associations Réseau Entreprendre partagent ces principes d'action qui, en plus de 30 ans, ont fait la preuve de leur efficacité :

L'important, c'est la personne :

Avant la qualité du projet qu'elle porte, c'est la personne même, son potentiel à devenir entrepreneur, qui mobilise le soutien des chefs d'entreprise

Le principe c'est la gratuité :

La gratuité de l'offre aux créateurs et repreneurs pour que toutes leurs ressources contribuent à la réussite de leur projet ; esprit de gratuité de ceux qui les accompagnent (citoyenneté économique)

L'esprit, c'est la réciprocité :

Les bénéficiaires sont invités à rendre demain à d'autres, ce qu'ils reçoivent aujourd'hui, devenant ainsi le maillon d'une chaîne d'entraide entre chefs d'entreprise.",
507,Food Tech,https://www.levillagebyca.com/sites/default/files/2019-05/LaFoodTech.png,http://www.lyonfrenchtech.com/,Centre-Est,"La FoodTech un écosystème d’entrepreneurs, experts, créateurs, investisseurs, producteurs. Plus de 300 acteurs économiques nous ont déjà rejoint…

La FoodTech est au croisement de trois enjeux majeurs : santé et bien-être, goût et plaisir et environnement, sur un domaine clé, l’alimentation, pour lequel nous consacrons plus de 40 % de notre temps actif. Notre manière d’appréhender l’alimentation est en profond changement porté par de nouvelles logiques d’innovation et dynamiques entrepreneuriales.

L’écosystème a pour ambition de devenir à 5 ans la référence pour le développement de startups en Europe. Sur une thématique où la France, ont une légitimité, un savoir-faire et une attractivité forte, nous souhaitons construire avec d’autres pôles français un dispositif d’accueil, d’attraction et d’accélération de startups qui permettra de faire rayonner la France et ses entrepreneurs.","Food tech, Développement humain et économique, Développement Business"
508,In Extenso,https://www.levillagebyca.com/sites/default/files/2018-07/inextenso%20%281%29.jpg,http://www.inextenso-innovation.fr/,Centre-Est,"Le groupe In Extenso, présent sur toute la France est un regroupement de cabinets d'expertise comptable qui rassemble aujourd'hui plus de 5 000 collaborateurs.

Ce réseau d’experts accompagne de nombreux clients sur des missions de comptabilité, gestion sociale et paie, audit, juridique, fiscalité, gestion, ainsi que sur des actions de création, de gestion et de transmission d'entreprise.","Finance, Fintech"
509,Linkcity,https://www.levillagebyca.com/sites/default/files/2019-04/linkcity_logo_vignette_ok.png,http://www.linkcity.com/,Centre-Est,"Linkcity regroupe les filiales de développement immobilier de Bouygues Construction. Nos équipes s’engagent au quotidien pour faciliter la réalisation de vos projets, du plus simple au plus complexe, qu’ils soient uniques ou multi-produits. Nous sommes présents à vos côtés sur toute la chaine de valeur, depuis la phase d’études jusqu’à l’exploitation du programme immobilier.","Immobilier, Construction"
510,Groupe SEB,https://www.levillagebyca.com/sites/default/files/2019-04/Groupe_SEB_logo.jpg,http://www.groupeseb.com/,Centre-Est,"Aujourd’hui leader mondial du Petit Equipement Domestique, le Groupe SEB est présent dans près de 150 pays. Il a conquis de fortes positions sur les différents continents grâce à une offre produits ample et très diversifiée, valorisée par un portefeuille de marques exceptionnel.",
511,Conseil départemental d'Eure-et-Loir,https://www.levillagebyca.com/sites/default/files/2017-11/logo_conseil_departemental28.jpg,http://www.eurelien.fr/,Châteaudun,,
512,Pays Dunois,https://www.levillagebyca.com/sites/default/files/2017-11/logo_paysdunois.jpg,http://www.pays-dunois.fr/,Châteaudun,C'est un territoire favorable à la mise en œuvre d...,
513,LEAP Nermont,https://www.levillagebyca.com/sites/default/files/2017-11/nermont.png,http://www.nermont.fr/,Châteaudun,Le lycée de Nermont est un des membres fondateurs ...,
514,Crédit Agricole Val-de-France,https://www.levillagebyca.com/sites/default/files/2017-11/cavaldefrance.jpg,https://www.ca-valdefrance.fr/particuliers.html,Châteaudun,,
515,Veolia,https://www.levillagebyca.com/sites/default/files/2017-11/veolia_rgb_logo.jpg,http://www.veolia.fr/,Châteaudun,Veolia accompagne les villes et les industries fra...,Énergie et environnement
516,Vorwerk Semco,https://www.levillagebyca.com/sites/default/files/2017-11/vorweck_rgb_logo.png,https://corporate.vorwerk.com/fr/page-daccueil/,Châteaudun,Fabricant du robot culinaire multifonctions Thermo...,"Food tech, Industrie, Agriculture et Agroalimentaire"
517,SCAEL,https://www.levillagebyca.com/sites/default/files/2017-11/scael_logo.png,http://www.netagri.fr/,Châteaudun,Située au coeur du Bassin Parisien dans la plaine ...,"Agro-Agri, Agriculture, Domaines d’excellence du groupe Crédit Agricole, Agriculture et Agroalimentaire"
518,Frasem,https://www.levillagebyca.com/sites/default/files/2017-11/frasem_logo.jpg,http://www.frasem-seeds.fr/,Châteaudun,Frasem est spécialisée en production de semences p...,"Agro-Agri, Agriculture, Agriculture et Agroalimentaire"
519,Horizons,https://www.levillagebyca.com/sites/default/files/2018-04/logo%20HORIZON.png,http://www.horizons-journal.fr/,Châteaudun,Horizons Centre Ile de France édite des supports d...,"Agro-Agri, Agriculture, Domaines d’excellence du groupe Crédit Agricole, Agriculture et Agroalimentaire"
520,Info-Maintenance,https://www.levillagebyca.com/sites/default/files/2017-11/infomaintenance_logo.jpg,http://www.info-maintenance.fr/,Châteaudun,"Conseil, vente, installation, maintenance, vos professionnels de l'informatique en région Centre.",Informatique et électronique
521,Orange,https://www.levillagebyca.com/sites/default/files/2017-11/orange_logo.jpg,http://www.orange.fr/,Châteaudun,Orange est l'un des principaux opérateurs de téléc...,"Développement Business, Télécom"
522,BC ASSURANCES GENERALI,https://www.levillagebyca.com/sites/default/files/2017-11/745e7425bb78841938ca321ce3d87d81.png,http://bcassurances.fr/,Orléans - LAB'O,BC ASSURANCES GENERALI conseille les entreprises dans la gestion des risques liés à la création/ la gestion d’une société,
523,IT&M REGIONS,https://www.levillagebyca.com/sites/default/files/2017-11/logo-itm-regions.png,http://it-m.fr/filiales/regions/,Orléans - LAB'O,"IT&M REGIONS, services informatiques : un interlocuteur unique, un manager unique, une seule et même équipe",
524,SAMSIC FACILITY,https://www.levillagebyca.com/sites/default/files/2017-11/investpme_siparex.jpg,http://www.siparex.com/,,,
525,Excense (Ambassadeur),https://www.levillagebyca.com/sites/default/files/2017-11/logo-excense.jpg,http://www.excense.fr/,Ille et Vilaine,"Créée en 2013 par Denis Tellier, Pascal Fresnay et...",
526,Courcelles (Ambassadeur),https://www.levillagebyca.com/sites/default/files/2017-11/z_courcelles.png,http://www.courcelles-conseil.fr/,Ille et Vilaine,Courcelles est une société de conseil fondé en 200...,Consulting
527,Rétis (Ambassadeur),https://www.levillagebyca.com/sites/default/files/2018-02/RETIS_Logo-Papillon.png,http://www.retis.fr/,Ille et Vilaine,"Société de services et de conseils IT, Rétis accompagne au quotidien...",
528,Crédit agricole Création,https://www.levillagebyca.com/sites/default/files/2017-11/logo-ca-creation.jpg,https://entreprises.ca-centrest.fr/tous-nos-produits-entreprises/Credit-Agricol…,Centre-Est,"Filiale dont le but est d'intervenir sous forme de partenariat en fonds propres auprès des entreprises nouvelles ou de moins de 5 ans d'existence. Vous êtes créateur ou chef d'entreprise (SA, SARL, SAS) dans le secteur industriel ou celui du service à l'industrie : Crédit Agricole Création peut compléter vos besoins de financements sous la forme d'une souscription à une augmentation de capital, une souscription d'OCA ou la mise en place de prêts participatifs.",
529,Armature,https://www.levillagebyca.com/sites/default/files/2017-11/armature_tech1.png,http://www.armaturetech.com/,,ARMATURE Technologies is an independent consulting...,
530,Amundi,https://www.levillagebyca.com/sites/default/files/2017-11/amundi-site-internet-du-village.jpg,http://le-groupe.amundi.com/Navigation/Qui-Sommes-nous,Paris,"Amundi est le premier asset manager européen en termes d’actifs sous gestion.

Le Groupe gère plus de 1 400 milliards d’euros et compte six plateformes de gestion principales. Amundi offre à ses clients d’Europe, d’Asie Pacifique, du Moyen-Orient et des Amériques une large gamme d’expertises et de solutions d’investissement en gestion active, passive et en actifs réels et alternatifs.",
531,BETC,https://www.levillagebyca.com/sites/default/files/2017-11/betc.png,http://www.betc-life.com/fr/#/fr/made-in/,Paris,"Nous aimons repenser les limites entre médias, culture, communication et commerce pour renouveler le rapport des marques avec le public. Nous rassemblons talents et expertises complémentaires partageant une même obsession : la créativité.",
532,Crédit Agricole Immobilier,https://www.levillagebyca.com/sites/default/files/2017-11/logo_caim63_1427192058.jpg,http://www.ca-immobilier.fr/,Paris,"Filiale d’un Groupe qui a toujours su accompagner les besoins des Français, Crédit Agricole Immobilier est l’expert immobilier multimétier, qui allie expérience du marché, intelligence des usages et prise en considération de l’humain.  Sa mission :  donner du sens aux enjeux du secteur et être le tiers de confiance garant de projets de logements et de bureaux utiles aux territoires et aux clients.

Crédit Agricole Immobilier conseille ses clients, qu’il s’agisse de particuliers, d’entreprises ou de collectivités, pour créer avec eux de la valeur tout au long de leurs projets immobiliers.",
533,Crédit Agricole Assurances,https://www.levillagebyca.com/sites/default/files/2017-11/caassurances.jpg,http://www.ca-assurances.com/,Paris,"Etre assureur, c’est être utile au quotidien pour nos clients, en proposant des offres dédiées à l'épargne et à la protection des biens et des personnes.
Crédit Agricole Assurances (CAA) se doit d’être performant et utile aux côtés de ses clients, de la conception de nos offres et services jusqu'à la gestion des sinistres.",
534,Omnes Capital,https://www.levillagebyca.com/sites/default/files/2017-11/Omnes-Capital-500-465x465.png,http://www.omnescapital.com/fr,Paris,Omnes Capital is a leading player of the capital...,
535,Sanofi,https://www.levillagebyca.com/sites/default/files/2017-11/Sanofi.png,http://www.sanofi.fr/l/fr/fr/index.jsp,Paris,"Sanofi est une entreprise mondiale des sciences de la vie engagée dans l’amélioration de l’accès à la santé et l'accompagnement des personnes qu’elle sert tout au long du continuum des soins.

De la prévention au traitement, Sanofi transforme l’innovation scientifique en solutions de santé, des vaccins à usage humain aux traitements contre les maladies rares, la sclérose en plaques, le cancer, le diabète et les maladies auto-immunes, infectieuses et cardiovasculaires, en passant par les produits de santé grand public.

Sanofi et ses plus de 110 000 collaborateurs s’emploient à faire une différ",Santé et bien être
536,Acta,https://www.levillagebyca.com/sites/default/files/2018-02/acta.png,http://www.acta.asso.fr/,Paris,The French agriculture is one of more successful i...,
537,CCE – Conseillers du Commerce Extérieur,https://www.levillagebyca.com/sites/default/files/2017-11/logo-CCE.png,http://www.cnccef.org/,,"Présents dans 146 pays, les CCE forment un réseau ...",
538,Crédit Agricole Technologies et Services,https://www.levillagebyca.com/sites/default/files/2017-11/cats-site.jpg,https://www.groupecreditagricole.jobs/Notre-groupe/Marques/Credit-Agricole-Tech…,Paris,"Crédit Agricole Technologies et Services est le partenaire informatique des Caisses régionales du Groupe Crédit Agricole. Fort d'un système d'information unique, il assure la conception, la fabrication, la maintenance et l'exploitation du système d’information bancaire, en respectant les exigences et les niveaux de service attendus par les utilisateurs.",Informatique et électronique
539,Fitness-Corporate,https://www.levillagebyca.com/sites/default/files/2017-11/fitness-corporate.jpg,http://www.fitness-corporate.fr/,Paris,"Pionnier et spécialiste de la conception et la gestion de salles de sports en entreprise, FITNESSCORPORATE accompagne les entreprises qui souhaitent améliorer la santé et la qualité de vie des collaborateurs. 
Cardio-training, musculation, cours collectifs, coaching personnalisé, nos équipes animent votre Espace Bien-Être au quotidien et vous libèrent de toute gestion. 

Notre objectif : Enrichir et dynamiser l'environnement de travail, améliorer la qualité de vie des collaborateurs dans le respect de l'identité et des valeurs de l'entreprise.",Sports
540,SIKKENS,https://www.levillagebyca.com/sites/default/files/2017-11/SIKKENS.png,http://www.sikkens.fr/,,,
541,Allenvi,https://www.levillagebyca.com/sites/default/files/2017-11/Allenvi.jpg,http://www.allenvi.fr/,,,
542,CAMCA,https://www.levillagebyca.com/sites/default/files/2017-11/CAMCA.png,https://www.camca.lu/Pages/CAMCA-Accueil.aspx,Paris,"CAMCA est un groupe d’assurance au service du Groupe Crédit Agricole et de ses clients, actif dans quatre domaines d’expertise : Risques opérationnels Groupe, Parabancaire, Caution, Ingénierie assurantielle.

CAMCA assure les risques opérationnels propres aux Caisses Régionales et aux filiales du Groupe Crédit Agricole ainsi que les comptes et/ou les moyens de paiement des clients des Caisses Régionales, de LCL, de BforBank et de Crédit Agricole Consumer Finance.",Développement humain et économique
